Elevation (m)Up country,Mis country,Low country,Days,Mean Annual RF(mm),Soil depth(cm),Soil texture,Stones and gravels(%),Soi drainage class,Soil pH,Slope angle(%),Past erosion,Rock outcrops(%),Class of Land Unit
0,0,200,313,2595,90,C,5,WD,5.1,35,slight,4,1
0,0,220,344,2597,92,LC,5.5,WD,5.3,27,slight,0,1
0,0,240,308,2600,79,L,4,WD,5.5,32,nil,6,1
0,0,260,314,2632,74,L,6,WD,5.2,29,slight,0,1
0,0,280,318,2605,86,C,5.2,WD,5.4,34,slight,0,1
0,0,300,337,2615,93,LC,6.7,WD,5.5,31,nil,0,1
0,0,320,302,2620,82,C,8,WD,5,37,slight,4,1
0,0,340,317,2635,85,C,8.8,WD,5.1,36,slight,2,1
0,0,360,336,2625,74,LC,9,WD,5.3,27,nil,5,1
0,0,380,340,2650,72,L,9.5,WD,5.5,29,slight,0,1
0,0,400,350,2640,80,C,9.6,WD,5.2,40,slight,0,1
0,0,420,308,2540,90,L,4.8,WD,5.4,34,nil,0,1
0,0,440,362,2574,99,LC,7.5,WD,5,32,slight,0,1
1800,0,0,275,2100,75,SL,15,WD,6,30,slight,5,2
1820,0,0,300,2150,75,S,12,WD,5,38,nil,1,2
1840,0,0,280,2200,72,SL,12.5,WD,4.5,45,nil,4,2
1860,0,0,284,2250,77,C,13,WD,4.7,48,slight,2,2
1880,0,0,278,2300,85,SL,13.4,WD,4.9,50,slight,5,2
1890,0,0,280,2350,80,C,14,WD,4.6,53,nil,3,2
1900,0,0,290,2400,74,SL,14.8,WD,4.8,54,slight,9,2
1920,0,0,285,2450,71,SL,15,WD,5.5,51,slight,6,2
1940,0,0,296,2120,82,SL,15.2,WD,5.8,46,slight,8,2
1960,0,0,282,2225,84,C,15.8,WD,5.6,41,slight,7,2
1980,0,0,297,2360,93,C,16,WD,5.9,44,slight,9,2
2000,0,0,288,2480,95,SLC,17,WD,5.7,54,slight,5,2
2020,0,0,275,2255,96,SL,16.5,WD,6,50,slight,1,2
2040,0,0,280,2345,73,S,18,WD,6,43,slight,4,2
2060,0,0,285,2415,75,SL,17.4,WD,5,37,slight,2,2
2080,0,0,300,2150,88,C,17.8,WD,4.5,35,slight,5,2
2090,0,0,286,2200,83,SL,18.3,WD,4.7,32,slight,3,2
2100,0,0,298,2250,84,C,18.9,WD,4.9,39,slight,9,2
2120,0,0,295,2300,95,SL,19,WD,4.6,40,slight,6,2
2140,0,0,290,2350,98,SL,19.5,WD,4.8,50,slight,8,2
2160,0,0,294,2400,76,SL,15,WD,5.5,28,slight,7,2
2180,0,0,296,2450,78,C,12,WD,5.8,26,slight,9,2
2200,0,0,299,2120,90,C,12.5,WD,5.6,30,slight,5,2
2220,0,0,300,2225,92,SLC,13,WD,5.9,28,slight,1,2
2240,0,0,280,2360,79,SL,13.4,WD,5.7,35,slight,4,2
2260,0,0,284,2480,74,S,14,WD,6,27,slight,2,2
2280,0,0,278,2255,86,SL,14.8,WD,6,32,slight,5,2
2300,0,0,280,2345,93,C,15,WD,5,29,slight,3,2
2320,0,0,290,2415,82,SL,15.2,WD,4.5,34,slight,9,2
2340,0,0,285,2150,85,C,15.8,WD,4.7,31,slight,6,2
2360,0,0,296,2200,74,SL,16,WD,4.9,37,slight,8,2
2380,0,0,282,2250,72,SL,17,WD,4.6,36,slight,7,2
2400,0,0,297,2300,80,SL,16.5,WD,4.8,27,slight,9,2
2420,0,0,288,2350,90,C,18,WD,5.5,29,slight,5,2
2440,0,0,275,2400,99,C,17.4,WD,5.8,40,slight,1,2
2460,0,0,280,2450,92,SLC,17.8,WD,5.6,28,slight,4,2
2480,0,0,285,2120,94,SL,18.3,WD,5.9,26,slight,2,2
2500,0,0,300,2225,84,S,18.9,WD,5.7,30,slight,5,2
2520,0,0,286,2360,76,SL,19,WD,6,28,slight,3,2
2540,0,0,298,2480,74,C,19.5,WD,6,35,slight,9,2
2560,0,0,295,2255,78,SL,15,WD,5,27,slight,6,2
2580,0,0,290,2345,79,C,12,WD,4.5,32,slight,8,2
2600,0,0,294,2415,80,SL,12.5,WD,4.7,29,slight,7,2
2620,0,0,296,2450,95,SL,13,WD,4.9,34,slight,9,2
2640,0,0,299,2360,96,SL,13.4,WD,4.6,31,slight,5,2
2660,0,0,277,2240,75,C,14,WD,4.8,37,slight,1,2
2660,0,0,285,2300,72,C,14.8,WD,5.5,36,slight,8,2
2450,0,0,320,2600,75,L,9,WD,5.5,20,slight,0,4
1790,0,0,245,2550,72,L,5,WD,5,23,slight,0,4
1220,0,0,325,1770,77,C,5.5,WD,5.1,24,nil,1,4
1240,0,0,305,2554,45,LC,4,WD,5.3,22,slight,5,4
1260,0,0,315,2558,80,A,6,WD,5.5,24,slight,2,4
1280,0,0,310,2560,74,L,55,WD,5.2,22,nil,4,4
1320,0,0,345,2563,71,L,6.7,ED,5.4,32,slight,0,4
1340,0,0,330,2565,82,C,8,ID,5.5,29,slight,6,4
1360,0,0,350,2568,84,C,8.8,PD,5,34,nil,0,4
1380,0,0,312,2570,93,LC,9,WD,3,31,slight,0,4
1400,0,0,355,2575,95,LC,9.5,WD,8,37,slight,0,4
1420,0,0,348,2572,96,L,9.6,WD,5.5,80,nil,4,4
1440,0,0,334,2578,73,C,4.8,WD,5.2,27,severe,2,4
1460,0,0,328,2580,75,C,7.5,WD,5.4,29,slight,25,4
0,450,0,320,2600,75,L,9,WD,5.5,20,slight,0,4
0,460,0,245,2550,72,L,5,WD,5,23,slight,0,4
0,480,0,325,1770,77,C,5.5,WD,5.1,24,nil,1,4
0,500,0,305,2554,45,LC,4,WD,5.3,22,slight,5,4
0,520,0,315,2558,80,A,6,WD,5.5,24,slight,2,4
0,540,0,310,2560,74,L,55,WD,5.2,22,nil,4,4
0,560,0,345,2563,71,L,6.7,ED,5.4,32,slight,0,4
0,580,0,330,2565,82,C,8,ID,5.5,29,slight,6,4
0,600,0,350,2568,84,C,8.8,PD,5,34,nil,0,4
0,620,0,312,2570,93,LC,9,WD,3,31,slight,0,4
0,640,0,355,2575,95,LC,9.5,WD,8,37,slight,0,4
0,660,0,348,2572,96,L,9.6,WD,5.5,80,nil,4,4
0,680,0,334,2578,73,C,4.8,WD,5.2,27,severe,2,4
0,700,0,328,2580,75,C,7.5,WD,5.4,29,slight,25,4
0,0,40,320,2600,75,L,9,WD,5.5,20,slight,0,4
0,0,60,245,2550,72,L,5,WD,5,23,slight,0,4
0,0,80,325,1770,77,C,5.5,WD,5.1,24,nil,1,4
0,0,100,305,2554,45,LC,4,WD,5.3,22,slight,5,4
0,0,120,315,2558,80,A,6,WD,5.5,24,slight,2,4
0,0,140,310,2560,74,L,55,WD,5.2,22,nil,4,4
0,0,160,345,2563,71,L,6.7,ED,5.4,32,slight,0,4
0,0,180,330,2565,82,C,8,ID,5.5,29,slight,6,4
0,0,200,350,2568,84,C,8.8,PD,5,34,nil,0,4
0,0,220,312,2570,93,LC,9,WD,3,31,slight,0,4
0,0,240,355,2575,95,LC,9.5,WD,8,37,slight,0,4
0,0,260,348,2572,96,L,9.6,WD,5.5,80,nil,4,4
0,0,280,334,2578,73,C,4.8,WD,5.2,27,severe,2,4
0,0,300,328,2580,75,C,7.5,WD,5.4,29,slight,25,4
2500,0,0,275,2100,75,SL,15,WD,6,30,slight,5,4
1820,0,0,220,2150,75,S,12,WD,5,38,nil,1,4
1840,0,0,280,1600,72,SL,12.5,WD,4.5,45,nil,4,4
1860,0,0,284,2250,35,C,13,WD,4.7,48,slight,2,4
1880,0,0,278,2300,85,A,13.4,WD,4.9,50,slight,5,4
1890,0,0,280,2350,80,C,65,WD,4.6,53,nil,3,4
1900,0,0,290,2400,74,SL,14.8,ED,4.8,54,slight,9,4
1920,0,0,285,2450,71,SL,15,ID,5.5,51,slight,6,4
1940,0,0,296,2120,82,SL,15.2,PD,5.8,46,slight,8,4
1960,0,0,282,2225,84,C,15.8,WD,3.3,41,slight,7,4
1980,0,0,297,2360,93,C,16,WD,7.5,44,slight,9,4
2000,0,0,288,2480,95,SLC,17,WD,5.7,78,slight,5,4
2020,0,0,275,2255,96,SL,16.5,WD,6,50,severe,1,4
2040,0,0,280,2345,73,S,18,WD,6,43,slight,30,4
1800,0,0,260,1800,50,SL,20,MWD,6,30,moderate,10,3
1820,0,0,274,1850,55,S,25,MWD,5,38,moderate,12,3
1840,0,0,263,1900,60,SL,30,MWD,4.5,45,moderate,14,3
1860,0,0,273,1950,65,C,35,MWD,4.7,48,moderate,16,3
1880,0,0,265,2000,52,SL,40,MWD,4.9,50,moderate,18,3
1890,0,0,270,2050,64,C,45,MWD,4.6,53,moderate,19,3
1900,0,0,268,1820,68,SL,49,MWD,4.8,54,moderate,11,3
1920,0,0,263,1880,58,SL,22,MWD,5.5,51,moderate,13,3
1940,0,0,272,1920,54,SL,26,MWD,5.8,46,moderate,15,3
1960,0,0,264,1980,63,C,28,MWD,5.6,41,moderate,17,3
1980,0,0,266,2020,60,C,32,MWD,5.9,44,moderate,10,3
2000,0,0,271,2080,61,SLC,37,MWD,5.7,54,moderate,14,3
2020,0,0,267,1840,69,SL,36,MWD,6,50,moderate,12,3
2040,0,0,269,1940,56,S,29,MWD,6,43,moderate,19,3
2060,0,0,260,2040,59,SL,39,MWD,5,37,moderate,15,3
2080,0,0,274,1855,57,C,42,MWD,4.5,35,moderate,11,3
2090,0,0,263,1955,50,SL,44,MWD,4.7,32,moderate,10,3
2100,0,0,273,2055,55,C,49,MWD,4.9,39,moderate,12,3
2120,0,0,265,1824,60,SL,47,MWD,4.6,40,moderate,14,3
2140,0,0,270,1943,65,SL,20,MWD,4.8,50,moderate,16,3
2160,0,0,268,2015,52,SL,25,MWD,5.5,28,moderate,18,3
2180,0,0,263,1800,64,C,30,MWD,5.8,26,moderate,19,3
2200,0,0,272,1850,68,C,35,MWD,5.6,30,moderate,11,3
2220,0,0,264,1900,58,SLC,40,MWD,5.9,28,moderate,13,3
2240,0,0,266,1950,54,SL,45,MWD,5.7,35,moderate,15,3
2260,0,0,271,2000,63,S,49,MWD,6,27,moderate,17,3
2280,0,0,267,2050,60,SL,22,MWD,6,32,moderate,10,3
2300,0,0,269,1820,61,C,26,MWD,5,29,moderate,14,3
2320,0,0,260,1880,69,SL,28,MWD,4.5,34,moderate,12,3
2340,0,0,274,1920,56,C,32,MWD,4.7,31,moderate,19,3
2360,0,0,263,1980,59,SL,37,MWD,4.9,37,moderate,15,3
2380,0,0,273,2020,57,SL,36,MWD,4.6,36,moderate,11,3
2400,0,0,265,2080,50,SL,29,MWD,4.8,27,moderate,10,3
2420,0,0,270,1840,55,C,39,MWD,5.5,29,moderate,12,3
2440,0,0,268,1940,60,C,42,MWD,5.8,40,moderate,14,3
2460,0,0,263,2040,65,SLC,44,MWD,5.6,28,moderate,16,3
2480,0,0,272,1855,52,SL,49,MWD,5.9,26,moderate,18,3
2500,0,0,264,1955,64,S,47,MWD,5.7,30,moderate,19,3
2520,0,0,266,2055,68,SL,20,MWD,6,28,moderate,11,3
2540,0,0,271,1824,58,C,25,MWD,6,35,moderate,13,3
2560,0,0,267,1943,54,SL,30,MWD,5,27,moderate,15,3
2580,0,0,269,2015,63,C,35,MWD,4.5,32,moderate,17,3
2600,0,0,260,1800,60,SL,40,MWD,4.7,29,moderate,10,3
2620,0,0,274,1850,61,SL,45,MWD,4.9,34,moderate,14,3
2640,0,0,263,1900,69,SL,49,MWD,4.6,31,moderate,12,3
2660,0,0,273,1950,56,C,22,MWD,4.8,37,moderate,19,3
2660,0,0,265,2000,59,C,26,MWD,5.5,36,moderate,15,3
2600,0,0,260,1800,50,SL,20,MWD,6,30,moderate,10,4
1820,0,0,225,1850,55,S,25,MWD,5,38,moderate,12,4
1840,0,0,263,1775,60,SL,30,MWD,4.5,45,moderate,14,4
1860,0,0,273,1950,22,C,35,MWD,4.7,48,moderate,16,4
1880,0,0,265,2000,52,A,40,MWD,4.9,50,moderate,18,4
1890,0,0,270,2050,64,C,57,MWD,4.6,53,moderate,19,4
1900,0,0,268,1820,68,SL,49,ED,4.8,54,moderate,11,4
1920,0,0,263,1880,58,SL,22,ID,5.5,51,moderate,13,4
1940,0,0,272,1920,54,SL,26,PD,5.8,46,moderate,15,4
1960,0,0,264,1980,63,C,28,MWD,3.8,41,moderate,17,4
1980,0,0,266,2020,60,C,32,MWD,7.2,44,moderate,10,4
2000,0,0,271,2080,61,SLC,37,MWD,5.7,71,moderate,14,4
2020,0,0,267,1840,69,SL,36,MWD,6,50,severe,12,4
2040,0,0,269,1940,56,S,29,MWD,6,43,moderate,23,4
1300,0,0,320,2600,75,L,9,WD,5.5,20,slight,0,1
1790,0,0,350,2550,72,L,5,WD,5,23,slight,0,1
1220,0,0,325,2555,77,C,5.5,WD,5.1,24,nil,1,1
1240,0,0,305,2554,85,LC,4,WD,5.3,22,slight,5,1
1260,0,0,315,2558,80,C,6,WD,5.5,24,slight,2,1
1280,0,0,310,2560,74,L,5.2,WD,5.2,22,nil,4,1
1320,0,0,345,2563,71,L,6.7,WD,5.4,32,slight,0,1
1340,0,0,330,2565,82,C,8,WD,5.5,29,slight,6,1
1360,0,0,350,2568,84,C,8.8,WD,5,34,nil,0,1
1380,0,0,312,2570,93,LC,9,WD,5.1,31,slight,0,1
1400,0,0,355,2575,95,LC,9.5,WD,5.3,37,slight,0,1
1420,0,0,348,2572,96,L,9.6,WD,5.5,36,nil,4,1
1440,0,0,334,2578,73,C,4.8,WD,5.2,27,nil,2,1
1460,0,0,328,2580,75,C,7.5,WD,5.4,29,slight,5,1
1480,0,0,332,2582,88,LC,8.3,WD,5.5,40,slight,0,1
1500,0,0,335,2585,83,L,9.2,WD,5,28,nil,0,1
1520,0,0,340,2590,84,L,5.5,WD,5.1,26,slight,0,1
1540,0,0,346,2588,95,C,5.8,WD,5.3,30,slight,0,1
1560,0,0,325,2592,98,LC,4.6,WD,5.5,28,nil,0,1
1580,0,0,313,2595,76,C,6.5,WD,5.2,35,slight,0,1
1600,0,0,344,2597,78,C,7,WD,5.4,27,slight,6,1
1680,0,0,308,2600,90,LC,6,WD,5.5,32,nil,1,1
1620,0,0,314,2632,92,L,8,WD,5,29,slight,0,1
1640,0,0,318,2605,79,C,9,WD,5.1,34,slight,3,1
1660,0,0,337,2615,74,L,5,WD,5.3,31,nil,5,1
1700,0,0,302,2620,86,L,4,WD,5.5,37,slight,0,1
1720,0,0,317,2635,93,C,5.5,WD,5.2,36,slight,0,1
1740,0,0,336,2625,82,LC,9,WD,5.4,27,nil,0,1
1760,0,0,340,2650,85,C,5,WD,5.5,29,nil,1,1
1780,0,0,350,2640,74,L,5.5,WD,5,40,slight,5,1
0,450,0,320,2600,72,L,4,WD,5.1,28,slight,2,1
0,460,0,350,2550,80,C,6,WD,5.3,26,nil,4,1
0,480,0,325,2555,90,C,5.2,WD,5.5,30,slight,0,1
0,500,0,305,2554,99,LC,6.7,WD,5.2,28,slight,6,1
0,520,0,315,2558,92,LC,8,WD,5.4,35,nil,0,1
0,540,0,310,2560,94,L,8.8,WD,5,27,slight,0,1
0,560,0,345,2563,84,C,9,WD,5.5,32,slight,0,1
0,580,0,330,2565,76,C,9.5,WD,5,29,nil,4,1
0,600,0,350,2568,74,LC,9.6,WD,5.1,34,slight,2,1
0,620,0,312,2570,78,L,4.8,WD,5.3,31,slight,5,1
0,640,0,355,2575,79,L,7.5,WD,5.5,37,nil,0,1
0,660,0,348,2572,80,C,8.3,WD,5.2,36,slight,0,1
0,680,0,334,2578,95,LC,9.2,WD,5.4,27,slight,0,1
0,700,0,328,2580,96,C,5.5,WD,5.5,29,nil,0,1
0,720,0,332,2582,75,C,5.8,WD,5,40,nil,0,1
0,740,0,335,2585,72,LC,4.6,WD,5.1,28,slight,0,1
0,760,0,340,2590,77,L,6.5,WD,5.3,26,slight,6,1
0,780,0,346,2588,85,C,7,WD,5.5,30,nil,1,1
0,800,0,325,2592,80,L,6,WD,5.2,28,slight,0,1
0,820,0,313,2595,74,L,8,WD,5.4,35,slight,3,1
0,840,0,344,2597,71,C,9,WD,5.5,27,nil,5,1
0,860,0,308,2600,82,LC,5,WD,5,32,slight,0,1
0,880,0,314,2632,84,C,4,WD,5.1,29,slight,0,1
0,900,0,318,2605,93,L,5.5,WD,5.3,34,nil,0,1
0,920,0,337,2615,95,L,9,WD,5.5,31,slight,1,1
0,940,0,302,2620,96,C,5,WD,5.2,37,slight,5,1
0,960,0,317,2635,73,C,5.5,WD,5.4,36,nil,2,1
0,980,0,336,2625,75,LC,4,WD,5.5,27,slight,4,1
0,1000,0,340,2650,88,LC,6,WD,5,29,slight,0,1
0,1020,0,350,2640,83,L,5.2,WD,5.1,40,nil,6,1
0,1040,0,320,2600,84,C,6.7,WD,5.3,28,nil,0,1
0,1060,0,350,2550,95,C,8,WD,5.5,26,slight,0,1
0,1040,0,325,2555,98,LC,8.8,WD,5.2,30,slight,0,1
0,1060,0,305,2554,76,L,9,WD,5.4,28,nil,4,1
0,1080,0,315,2558,78,L,9.5,WD,5.5,35,slight,2,1
0,1100,0,310,2560,90,C,9.6,WD,5,27,slight,5,1
0,1120,0,345,2563,92,LC,4.8,WD,5.1,32,nil,0,1
0,1120,0,330,2565,79,C,7.5,WD,5.3,29,slight,0,1
0,1160,0,350,2568,74,C,8.3,WD,5.5,34,slight,0,1
0,1180,0,312,2570,86,LC,9.2,WD,5.2,31,nil,0,1
0,1200,0,355,2575,93,L,5.5,WD,5.4,37,slight,0,1
0,1220,0,348,2572,82,C,5.8,WD,5.5,36,slight,0,1
0,1240,0,334,2578,85,L,4.6,WD,5,27,nil,6,1
0,1260,0,328,2580,74,L,6.5,WD,5.1,29,slight,1,1
0,1280,0,332,2582,72,C,7,WD,5.3,40,slight,0,1
0,1300,0,335,2585,80,LC,6,WD,5.5,28,nil,3,1
0,1320,0,340,2590,90,C,8,WD,5.2,26,nil,5,1
0,1360,0,346,2588,99,L,9,WD,5.4,30,slight,0,1
0,1340,0,325,2592,92,L,5,WD,5,28,slight,0,1
0,1380,0,313,2595,94,C,4,WD,5.5,35,nil,0,1
0,1400,0,344,2597,84,C,5.5,WD,5,27,slight,1,1
0,1420,0,308,2600,76,LC,9,WD,5.1,32,slight,5,1
0,1440,0,314,2632,74,LC,5,WD,5.3,29,nil,2,1
0,1460,0,318,2605,78,L,5.5,WD,5.5,34,slight,4,1
0,1480,0,337,2615,79,C,4,WD,5.2,31,slight,0,1
0,1500,0,302,2620,80,C,6,WD,5.4,37,nil,6,1
0,1520,0,317,2635,95,LC,5.2,WD,5.5,36,slight,0,1
0,1540,0,336,2625,96,L,6.7,WD,5,27,slight,0,1
0,1560,0,340,2650,75,L,8,WD,5.1,29,nil,0,1
0,1580,0,350,2640,72,C,8.8,WD,5.3,40,slight,4,1
0,1600,0,320,2600,77,LC,9,WD,5.5,28,slight,2,1
0,1620,0,350,2550,85,C,9.5,WD,5.2,26,nil,5,1
0,1640,0,325,2555,80,C,9.6,WD,5.4,30,nil,0,1
0,1660,0,305,2554,74,LC,4.8,WD,5.5,28,slight,0,1
0,1680,0,315,2558,71,L,7.5,WD,5,35,slight,0,1
0,1700,0,310,2560,82,C,8.3,WD,5.1,27,nil,0,1
0,1720,0,345,2563,84,L,9.2,WD,5.3,32,slight,0,1
0,1740,0,330,2565,93,L,5.5,WD,5.5,29,slight,0,1
0,1760,0,350,2568,95,C,5.8,WD,5.2,34,nil,6,1
0,1780,0,312,2570,96,LC,4.6,WD,5.4,31,slight,1,1
0,1800,0,355,2575,73,C,6.5,WD,5.5,37,slight,0,1
0,0,40,348,2572,75,L,7,WD,5,36,nil,3,1
0,0,60,334,2578,88,L,6,WD,5.1,27,slight,5,1
0,0,80,328,2580,83,C,8,WD,5.3,29,slight,0,1
0,0,100,332,2582,84,C,9,WD,5.5,40,nil,0,1
0,0,120,335,2585,95,LC,5,WD,5.2,28,slight,0,1
0,0,140,340,2590,98,LC,4,WD,5.4,26,slight,1,1
0,0,160,346,2588,76,L,5.5,WD,5.5,30,nil,5,1
0,0,180,325,2592,78,C,9,WD,5,28,nil,2,1
0,0,200,313,2595,90,C,5,WD,5.1,35,slight,4,1
0,0,220,344,2597,92,LC,5.5,WD,5.3,27,slight,0,1
0,0,240,308,2600,79,L,4,WD,5.5,32,nil,6,1
0,0,260,314,2632,74,L,6,WD,5.2,29,slight,0,1
0,0,280,318,2605,86,C,5.2,WD,5.4,34,slight,0,1
0,0,300,337,2615,93,LC,6.7,WD,5.5,31,nil,0,1
0,0,320,302,2620,82,C,8,WD,5,37,slight,4,1
0,0,340,317,2635,85,C,8.8,WD,5.1,36,slight,2,1
0,0,360,336,2625,74,LC,9,WD,5.3,27,nil,5,1
0,0,380,340,2650,72,L,9.5,WD,5.5,29,slight,0,1
0,0,400,350,2640,80,C,9.6,WD,5.2,40,slight,0,1
0,0,420,308,2540,90,L,4.8,WD,5.4,34,nil,0,1
0,0,440,362,2574,99,LC,7.5,WD,5,32,slight,0,1
1800,0,0,275,2100,75,SL,15,WD,6,30,slight,5,2
1820,0,0,300,2150,75,S,12,WD,5,38,nil,1,2
1840,0,0,280,2200,72,SL,12.5,WD,4.5,45,nil,4,2
1860,0,0,284,2250,77,C,13,WD,4.7,48,slight,2,2
1880,0,0,278,2300,85,SL,13.4,WD,4.9,50,slight,5,2
1890,0,0,280,2350,80,C,14,WD,4.6,53,nil,3,2
1900,0,0,290,2400,74,SL,14.8,WD,4.8,54,slight,9,2
1920,0,0,285,2450,71,SL,15,WD,5.5,51,slight,6,2
1940,0,0,296,2120,82,SL,15.2,WD,5.8,46,slight,8,2
1960,0,0,282,2225,84,C,15.8,WD,5.6,41,slight,7,2
1980,0,0,297,2360,93,C,16,WD,5.9,44,slight,9,2
2000,0,0,288,2480,95,SLC,17,WD,5.7,54,slight,5,2
2020,0,0,275,2255,96,SL,16.5,WD,6,50,slight,1,2
2040,0,0,280,2345,73,S,18,WD,6,43,slight,4,2
2060,0,0,285,2415,75,SL,17.4,WD,5,37,slight,2,2
2080,0,0,300,2150,88,C,17.8,WD,4.5,35,slight,5,2
2090,0,0,286,2200,83,SL,18.3,WD,4.7,32,slight,3,2
2100,0,0,298,2250,84,C,18.9,WD,4.9,39,slight,9,2
2120,0,0,295,2300,95,SL,19,WD,4.6,40,slight,6,2
2140,0,0,290,2350,98,SL,19.5,WD,4.8,50,slight,8,2
2160,0,0,294,2400,76,SL,15,WD,5.5,28,slight,7,2
2180,0,0,296,2450,78,C,12,WD,5.8,26,slight,9,2
2200,0,0,299,2120,90,C,12.5,WD,5.6,30,slight,5,2
2220,0,0,300,2225,92,SLC,13,WD,5.9,28,slight,1,2
2240,0,0,280,2360,79,SL,13.4,WD,5.7,35,slight,4,2
2260,0,0,284,2480,74,S,14,WD,6,27,slight,2,2
2280,0,0,278,2255,86,SL,14.8,WD,6,32,slight,5,2
2300,0,0,280,2345,93,C,15,WD,5,29,slight,3,2
2320,0,0,290,2415,82,SL,15.2,WD,4.5,34,slight,9,2
2340,0,0,285,2150,85,C,15.8,WD,4.7,31,slight,6,2
2360,0,0,296,2200,74,SL,16,WD,4.9,37,slight,8,2
2380,0,0,282,2250,72,SL,17,WD,4.6,36,slight,7,2
2400,0,0,297,2300,80,SL,16.5,WD,4.8,27,slight,9,2
2420,0,0,288,2350,90,C,18,WD,5.5,29,slight,5,2
2440,0,0,275,2400,99,C,17.4,WD,5.8,40,slight,1,2
2460,0,0,280,2450,92,SLC,17.8,WD,5.6,28,slight,4,2
2480,0,0,285,2120,94,SL,18.3,WD,5.9,26,slight,2,2
2500,0,0,300,2225,84,S,18.9,WD,5.7,30,slight,5,2
2520,0,0,286,2360,76,SL,19,WD,6,28,slight,3,2
2540,0,0,298,2480,74,C,19.5,WD,6,35,slight,9,2
2560,0,0,295,2255,78,SL,15,WD,5,27,slight,6,2
2580,0,0,290,2345,79,C,12,WD,4.5,32,slight,8,2
2600,0,0,294,2415,80,SL,12.5,WD,4.7,29,slight,7,2
2620,0,0,296,2450,95,SL,13,WD,4.9,34,slight,9,2
2640,0,0,299,2360,96,SL,13.4,WD,4.6,31,slight,5,2
2660,0,0,277,2240,75,C,14,WD,4.8,37,slight,1,2
2660,0,0,285,2300,72,C,14.8,WD,5.5,36,slight,8,2
2450,0,0,320,2600,75,L,9,WD,5.5,20,slight,0,4
1790,0,0,245,2550,72,L,5,WD,5,23,slight,0,4
1220,0,0,325,1770,77,C,5.5,WD,5.1,24,nil,1,4
1240,0,0,305,2554,45,LC,4,WD,5.3,22,slight,5,4
1260,0,0,315,2558,80,A,6,WD,5.5,24,slight,2,4
1280,0,0,310,2560,74,L,55,WD,5.2,22,nil,4,4
1320,0,0,345,2563,71,L,6.7,ED,5.4,32,slight,0,4
1340,0,0,330,2565,82,C,8,ID,5.5,29,slight,6,4
1360,0,0,350,2568,84,C,8.8,PD,5,34,nil,0,4
1380,0,0,312,2570,93,LC,9,WD,3,31,slight,0,4
1400,0,0,355,2575,95,LC,9.5,WD,8,37,slight,0,4
1420,0,0,348,2572,96,L,9.6,WD,5.5,80,nil,4,4
1440,0,0,334,2578,73,C,4.8,WD,5.2,27,severe,2,4
1460,0,0,328,2580,75,C,7.5,WD,5.4,29,slight,25,4
0,450,0,320,2600,75,L,9,WD,5.5,20,slight,0,4
0,460,0,245,2550,72,L,5,WD,5,23,slight,0,4
0,480,0,325,1770,77,C,5.5,WD,5.1,24,nil,1,4
0,500,0,305,2554,45,LC,4,WD,5.3,22,slight,5,4
0,520,0,315,2558,80,A,6,WD,5.5,24,slight,2,4
0,540,0,310,2560,74,L,55,WD,5.2,22,nil,4,4
0,560,0,345,2563,71,L,6.7,ED,5.4,32,slight,0,4
0,580,0,330,2565,82,C,8,ID,5.5,29,slight,6,4
0,600,0,350,2568,84,C,8.8,PD,5,34,nil,0,4
0,620,0,312,2570,93,LC,9,WD,3,31,slight,0,4
0,640,0,355,2575,95,LC,9.5,WD,8,37,slight,0,4
0,660,0,348,2572,96,L,9.6,WD,5.5,80,nil,4,4
0,680,0,334,2578,73,C,4.8,WD,5.2,27,severe,2,4
0,700,0,328,2580,75,C,7.5,WD,5.4,29,slight,25,4
0,0,40,320,2600,75,L,9,WD,5.5,20,slight,0,4
0,0,60,245,2550,72,L,5,WD,5,23,slight,0,4
0,0,80,325,1770,77,C,5.5,WD,5.1,24,nil,1,4
0,0,100,305,2554,45,LC,4,WD,5.3,22,slight,5,4
0,0,120,315,2558,80,A,6,WD,5.5,24,slight,2,4
0,0,140,310,2560,74,L,55,WD,5.2,22,nil,4,4
0,0,160,345,2563,71,L,6.7,ED,5.4,32,slight,0,4
0,0,180,330,2565,82,C,8,ID,5.5,29,slight,6,4
0,0,200,350,2568,84,C,8.8,PD,5,34,nil,0,4
0,0,220,312,2570,93,LC,9,WD,3,31,slight,0,4
0,0,240,355,2575,95,LC,9.5,WD,8,37,slight,0,4
0,0,260,348,2572,96,L,9.6,WD,5.5,80,nil,4,4
0,0,280,334,2578,73,C,4.8,WD,5.2,27,severe,2,4
0,0,300,328,2580,75,C,7.5,WD,5.4,29,slight,25,4
2500,0,0,275,2100,75,SL,15,WD,6,30,slight,5,4
1820,0,0,220,2150,75,S,12,WD,5,38,nil,1,4
1840,0,0,280,1600,72,SL,12.5,WD,4.5,45,nil,4,4
1860,0,0,284,2250,35,C,13,WD,4.7,48,slight,2,4
1880,0,0,278,2300,85,A,13.4,WD,4.9,50,slight,5,4
1890,0,0,280,2350,80,C,65,WD,4.6,53,nil,3,4
1900,0,0,290,2400,74,SL,14.8,ED,4.8,54,slight,9,4
1920,0,0,285,2450,71,SL,15,ID,5.5,51,slight,6,4
1940,0,0,296,2120,82,SL,15.2,PD,5.8,46,slight,8,4
1960,0,0,282,2225,84,C,15.8,WD,3.3,41,slight,7,4
